Nome da pessoa;Idade da pessoa;Documento CPF;Data de Nascimento;Sexo da pessoa;Signo da Pessoa;Nome da Mãe;Telefone Fixo;Telefone Celular;Altura da Pessoa;Peso da Pessoa;Tipo Sanguíneo da Pessoa
José Pedro Henrique Martins;68;870.429.408-49;18/03/1953;Masculino;Peixes;Alessandra Marina Aurora;(11) 3771-3894;(11) 98603-0654;1,6;56;O+
Analu Bruna Sophia Jesus;25;339.707.128-31;25/10/1996;Feminino;Escorpião;Elisa Aline Vera;(12) 3797-2330;(12) 98594-3413;1,58;52;A+
Raimundo Augusto Raul Freitas;79;936.624.258-82;24/03/1942;Masculino;Áries;Débora Malu;(11) 3673-8085;(11) 98734-5750;1,66;109;A-
Noah André Caio Barbosa;46;581.005.318-11;07/05/1975;Masculino;Touro;Manuela Daniela;(14) 2794-3935;(14) 99685-7339;1,7;66;B-
Vitor Breno Vieira;79;739.808.248-70;06/03/1942;Masculino;Peixes;Eloá Rayssa Betina;(11) 3701-4523;(11) 98480-4024;1,69;54;O-
Felipe Benjamin Corte Real;48;000.531.188-80;16/08/1973;Masculino;Leão;Ester Mariah;(18) 2739-4111;(18) 99572-2842;1,93;103;A-
Ian Calebe Drumond;37;623.574.648-28;05/05/1984;Masculino;Touro;Tatiane Lavínia;(11) 2702-0436;(11) 99178-5088;1,93;64;AB+
Elias Luan Baptista;59;826.535.448-73;21/08/1962;Masculino;Leão;Carolina Marina;(12) 3778-9174;(12) 99201-6046;1,66;68;A-
Natália Luzia Lima;57;852.104.588-30;02/05/1964;Feminino;Touro;Julia Lorena Antônia;(11) 3981-8874;(11) 99224-4815;1,63;65;A+
Rafaela Betina Pereira;30;544.226.248-06;20/04/1991;Feminino;Áries;Cristiane Sarah;(11) 2948-3744;(11) 99992-3766;1,65;81;O-
Heloisa Maya Santos;53;831.120.178-11;24/09/1968;Feminino;Libra;Liz Márcia;(11) 2525-8272;(11) 99290-4778;1,79;90;AB+
Rita Sarah Ramos;29;101.020.918-38;17/11/1992;Feminino;Escorpião;Isabela Sophia;(11) 3893-3801;(11) 98198-4447;1,73;82;A+
Mariah Isabela Sueli Drumond;53;349.148.288-71;03/09/1968;Feminino;Virgem;Luiza Tânia Jennifer;(15) 2835-1865;(15) 99326-3250;1,78;47;B-
Roberto Pedro Henrique da Mata;38;912.780.698-79;22/02/1983;Masculino;Peixes;Adriana Lívia Luna;(19) 2819-4731;(19) 99119-7599;1,94;99;AB-
Iago Renan Lucas da Cunha;43;387.819.808-68;04/09/1978;Masculino;Virgem;Ayla Marlene;(19) 3702-5668;(19) 98962-4179;1,71;86;B+
Joaquim Manuel Porto;53;296.423.858-80;04/06/1968;Masculino;Gêmeos;Alana Olivia Nair;(12) 2707-3204;(12) 98718-5206;1,77;87;O-
Bianca Ester Martins;68;829.078.588-74;23/12/1953;Feminino;Capricórnio;Daniela Antônia;(11) 2679-4925;(11) 99586-3037;1,71;72;O-
Lucas Miguel Farias;42;135.255.018-03;22/08/1979;Masculino;Leão;Isabella Rita Eliane;(16) 3953-0404;(16) 99918-9139;1,81;54;B+
Bianca Letícia Ferreira;42;536.334.388-66;18/01/1979;Feminino;Capricórnio;Mariana Carolina;(11) 2598-2793;(11) 99411-3137;1,85;61;O-
Josefa Vanessa Débora da Mota;43;936.651.148-10;25/05/1978;Feminino;Gêmeos;Jennifer Marina Mariah;(16) 2999-6535;(16) 99151-4769;1,84;60;A+
Vitor Filipe Edson Assis;34;082.920.238-28;10/03/1987;Masculino;Peixes;Carla Daniela;(19) 3577-4140;(19) 99125-1207;1,9;79;B-
Melissa Giovanna Carolina Viana;79;218.583.318-97;06/03/1942;Feminino;Peixes;Sebastiana Priscila Ana;(17) 3714-5927;(17) 99277-4638;1,67;61;A-
Kamilly Milena Jesus;30;528.142.268-51;01/04/1991;Feminino;Áries;Alice Maitê;(18) 2533-7791;(18) 98228-4189;1,78;71;A+
Felipe Juan Bruno Carvalho;68;627.104.508-10;27/07/1953;Masculino;Leão;Caroline Antonella;(14) 2599-6947;(14) 99416-6696;1,88;73;AB-
Mateus Bernardo da Rocha;42;451.460.488-78;01/01/1979;Masculino;Capricórnio;Eloá Maria;(11) 3937-5652;(11) 98257-7679;1,63;76;B+
Caroline Larissa Isadora Brito;25;981.586.928-00;14/10/1996;Feminino;Libra;Sara Alícia Emanuelly;(11) 3865-4391;(11) 98723-5182;1,77;74;B+
Sara Isabel Santos;46;237.335.158-70;08/02/1975;Feminino;Aquário;Natália Bárbara;(11) 2672-6248;(11) 99401-8562;1,61;79;O+
Kevin Enzo Henrique da Costa;30;139.517.258-77;19/04/1991;Masculino;Áries;Carla Bruna Tatiane;(11) 2794-3168;(11) 99517-1587;1,91;53;B-
Elaine Rayssa Betina Teixeira;79;944.719.348-05;14/05/1942;Feminino;Touro;Maria Malu;(11) 3951-0672;(11) 98381-3086;1,56;46;B+
Renan Lucca Anderson Rezende;27;088.586.068-33;11/12/1994;Masculino;Sagitário;Yasmin Amanda;(14) 2797-7194;(14) 99573-1123;1,6;57;A+
Hugo Fábio Ian Melo;39;871.482.918-52;24/11/1982;Masculino;Sagitário;Francisca Marlene Bárbara;(11) 2985-1941;(11) 99428-1279;1,95;51;AB-
Malu Beatriz Isis Rezende;43;830.108.168-63;07/09/1978;Feminino;Virgem;Aparecida Vanessa;(14) 2611-4763;(14) 98715-5805;1,54;85;B+
Levi Ryan Rodrigues;79;983.658.238-02;14/09/1942;Masculino;Virgem;Agatha Mariana;(11) 3599-9303;(11) 99738-1792;1,9;51;AB-
Isabella Lara Almada;22;134.407.328-00;08/01/1999;Feminino;Capricórnio;Débora Renata Maitê;(18) 3981-4978;(18) 99874-2617;1,76;89;B+
Thomas Luís Almada;73;999.923.748-70;03/11/1948;Masculino;Escorpião;Teresinha Jennifer;(12) 2504-8270;(12) 98984-3567;1,91;100;AB+
Luís Erick Ian Freitas;68;920.584.798-40;01/01/1953;Masculino;Capricórnio;Rafaela Luiza;(19) 2552-6815;(19) 99400-5730;1,81;82;O+
Flávia Maitê Francisca Farias;73;611.416.418-01;18/12/1948;Feminino;Sagitário;Agatha Sophia;(12) 3898-1707;(12) 99921-0219;1,5;80;B+
Lara Mariana Gonçalves;44;079.022.738-05;02/03/1977;Feminino;Peixes;Lívia Liz Isabella;(12) 3845-2438;(12) 98808-4902;1,78;80;O+
Ryan Jorge da Rocha;78;908.284.138-00;06/09/1943;Masculino;Virgem;Maitê Cláudia;(11) 2639-1402;(11) 99921-4746;1,71;82;A-
Yuri Yago Silveira;30;895.803.838-12;14/12/1991;Masculino;Sagitário;Sophia Julia;(14) 2608-4275;(14) 98162-0059;1,66;109;AB-
Marcela Fernanda Giovanna Santos;26;155.154.028-20;03/04/1995;Feminino;Áries;Sebastiana Sandra Lívia;(19) 3772-5575;(19) 99570-8284;1,83;82;B+
Isis Emily Fogaça;22;933.356.628-73;01/02/1999;Feminino;Aquário;Bárbara Andreia;(11) 3513-1766;(11) 99285-9940;1,62;45;A-
Mário Marcos Vinicius Gonçalves;48;175.238.988-31;19/05/1973;Masculino;Touro;Gabriela Débora Mirella;(11) 2828-6212;(11) 99521-6573;1,71;59;B-
Liz Vitória Fátima Nascimento;48;643.652.658-73;02/07/1973;Feminino;Câncer;Elza Heloisa;(11) 2940-7810;(11) 99680-8787;1,51;89;B+
Emilly Caroline Sarah Nogueira;42;529.336.098-19;15/06/1979;Feminino;Gêmeos;Cláudia Valentina;(11) 3933-7669;(11) 99466-6534;1,74;59;AB-
Augusto Arthur Caleb Monteiro;30;821.403.948-79;12/06/1991;Masculino;Gêmeos;Marcela Carolina;(19) 3636-0413;(19) 98336-8584;1,94;85;A+
Marli Antonella Almada;76;605.728.218-32;20/10/1945;Feminino;Libra;Julia Isabel;(17) 2983-6020;(17) 98851-9193;1,6;69;A-
Mariana Luciana Corte Real;26;205.424.768-51;14/08/1995;Feminino;Leão;Laís Luana Teresinha;(11) 2859-4588;(11) 99377-3868;1,8;74;A-
Benjamin Miguel Bernardes;41;777.712.368-80;20/08/1980;Masculino;Leão;Laura Evelyn Giovana;(11) 2592-5428;(11) 99138-1313;1,6;67;A+
Luna Sueli Farias;41;453.109.918-40;27/11/1980;Feminino;Sagitário;Marlene Eliane Helena;(14) 3912-0266;(14) 99171-6670;1,66;61;A+
Marcelo Anderson Assunção;37;843.529.618-09;07/02/1984;Masculino;Aquário;Liz Sara;(11) 2852-3694;(11) 99503-0169;1,68;103;A+
Aparecida Nicole Pereira;73;142.602.078-30;16/10/1948;Feminino;Libra;Nicole Helena;(12) 2690-2353;(12) 98748-2084;1,68;90;B-
Tatiane Laís Melo;41;082.543.478-59;21/02/1980;Feminino;Peixes;Agatha Giovanna Fernanda;(11) 2607-2131;(11) 98295-4591;1,58;78;AB+
Helena Marina Farias;31;853.929.848-19;03/08/1990;Feminino;Leão;Cristiane Lorena Andrea;(19) 3569-2327;(19) 99523-6206;1,78;66;B+
Mariana Rosa Rayssa Lopes;76;960.842.868-87;10/06/1945;Feminino;Gêmeos;Simone Nair Louise;(19) 2678-7906;(19) 98237-5356;1,85;61;B-
Anderson Murilo Caio da Silva;69;237.577.248-28;27/01/1952;Masculino;Aquário;Caroline Gabrielly;(11) 2544-9561;(11) 99738-6589;1,62;67;B+
Raul Gael Heitor Vieira;79;915.402.638-51;07/09/1942;Masculino;Virgem;Luana Emily;(11) 2716-6443;(11) 99573-1608;1,93;95;A-
Erick Murilo Lucca Silva;79;097.186.268-08;24/05/1942;Masculino;Gêmeos;Allana Melissa;(11) 2618-8520;(11) 98351-5362;1,93;101;O-
Allana Antônia Alves;30;379.361.638-08;21/06/1991;Feminino;Câncer;Melissa Cecília;(19) 2531-7244;(19) 98830-8482;1,57;87;B+
Yago Ruan Emanuel Assunção;73;906.026.968-36;18/02/1948;Masculino;Aquário;Emanuelly Luana Luciana;(19) 3919-2024;(19) 99315-0609;1,99;108;O-
Alícia Elza Nogueira;22;125.980.518-23;19/06/1999;Feminino;Gêmeos;Heloise Rosa Alícia;(15) 3509-3191;(15) 98820-2097;1,69;62;A+
Sophia Teresinha Carvalho;30;498.550.558-70;11/07/1991;Feminino;Câncer;Alana Luciana Vitória;(11) 3725-3750;(11) 98683-8562;1,63;77;A+
Carlos Eduardo Alexandre Figueiredo;30;979.206.168-16;22/07/1991;Masculino;Leão;Clara Lavínia Olivia;(16) 2806-0053;(16) 98995-1185;1,77;99;AB+
Vanessa Patrícia Lima;26;194.675.498-67;20/01/1995;Feminino;Capricórnio;Teresinha Simone;(11) 3648-6250;(11) 98817-4357;1,66;59;AB-
Flávia Sônia da Rosa;50;500.369.598-55;03/08/1971;Feminino;Leão;Rita Elisa;(11) 3941-4930;(11) 99912-0972;1,72;60;A-
Elisa Giovanna Rosa Santos;49;892.822.108-04;26/11/1972;Feminino;Sagitário;Isabelly Maitê Juliana;(19) 2573-9216;(19) 98537-9066;1,53;56;A-
Danilo José Castro;22;483.245.688-16;01/07/1999;Masculino;Câncer;Daiane Kamilly;(11) 2930-0116;(11) 99372-9130;1,83;54;O+
Iago Samuel Tomás Teixeira;30;633.525.738-67;21/04/1991;Masculino;Touro;Sandra Julia;(14) 3827-8494;(14) 99613-1112;1,7;57;B+
Letícia Maya Isabelly Fogaça;50;169.019.328-04;10/10/1971;Feminino;Libra;Jennifer Aurora Vitória;(14) 3993-7887;(14) 99901-0065;1,74;87;B+
Caleb Pedro Henrique Fábio Aparício;46;739.558.878-98;08/05/1975;Masculino;Touro;Jaqueline Lara Luna;(11) 2667-3607;(11) 99370-9815;1,79;91;A+
Kevin Miguel Lucas da Mata;46;480.678.058-81;27/12/1975;Masculino;Capricórnio;Melissa Vanessa;(11) 2776-5614;(11) 99310-1716;1,87;71;AB+
Severino André Heitor Baptista;78;642.229.978-89;03/01/1943;Masculino;Capricórnio;Camila Aurora Giovanna;(11) 2934-5961;(11) 98781-2022;1,77;52;AB-
Allana Francisca Renata Almeida;30;696.826.958-99;10/07/1991;Feminino;Câncer;Valentina Cecília;(13) 3800-6353;(13) 98352-2212;1,65;51;O+
Kaique Thiago Leandro Drumond;69;562.290.858-28;27/06/1952;Masculino;Câncer;Giovanna Luciana Mariane;(11) 2505-5653;(11) 99629-0538;1,79;99;A-
Matheus Arthur da Silva;38;804.977.738-30;08/10/1983;Masculino;Libra;Letícia Jaqueline Daniela;(11) 2553-7213;(11) 99767-9145;1,85;76;O-
Melissa Sara Aline Carvalho;39;820.001.388-02;14/04/1982;Feminino;Áries;Adriana Carla Tereza;(16) 2866-1209;(16) 98460-0272;1,74;54;O+
Arthur Luiz Thiago Nunes;46;827.595.158-50;07/07/1975;Masculino;Câncer;Catarina Josefa;(12) 3876-9868;(12) 99248-3875;1,67;63;A-
Amanda Isabelly Novaes;22;241.125.468-74;03/02/1999;Feminino;Aquário;Tereza Patrícia Rafaela;(11) 2672-8332;(11) 98156-9541;1,61;51;B+
Raul Manuel da Cunha;42;656.067.478-98;11/03/1979;Masculino;Peixes;Rebeca Tânia;(19) 3772-4407;(19) 98250-4507;1,71;98;B+
Ana Isabella Sônia da Paz;53;423.241.768-07;17/06/1968;Feminino;Gêmeos;Letícia Aline;(17) 3712-1785;(17) 99389-9547;1,8;65;A+
Pietro Pedro Henrique Julio da Cruz;73;614.873.998-47;02/03/1948;Masculino;Peixes;Carla Letícia;(11) 3980-1036;(11) 98428-5303;1,67;78;AB+
Leonardo Geraldo Gabriel Farias;73;414.853.488-46;23/01/1948;Masculino;Aquário;Silvana Bárbara Alícia;(11) 3813-6761;(11) 99967-9866;1,81;87;B+
Rosa Catarina Cavalcanti;59;500.701.318-80;26/05/1962;Feminino;Gêmeos;Aline Carolina Vanessa;(11) 2819-5428;(11) 98984-2703;1,7;81;B-
Lívia Cecília Gomes;71;946.490.778-93;22/11/1950;Feminino;Sagitário;Melissa Cláudia Camila;(11) 3909-6164;(11) 98946-5128;1,62;89;O+
Gael Thales Santos;73;990.205.548-67;05/12/1948;Masculino;Sagitário;Raquel Flávia;(11) 2778-9998;(11) 99791-9390;1,9;73;B-
Jorge Carlos Fernandes;42;075.090.248-54;10/09/1979;Masculino;Virgem;Sophia Larissa;(11) 2706-7017;(11) 98172-3585;1,87;101;O-
Alice Nicole Tânia Moura;73;762.690.568-70;26/04/1948;Feminino;Touro;Débora Alice Silvana;(12) 3532-6576;(12) 98433-4809;1,75;65;A+
Bruno Otávio Baptista;68;593.297.268-87;25/03/1953;Masculino;Áries;Lívia Kamilly;(17) 2538-1937;(17) 99663-2165;1,84;88;B+
Victor Ricardo dos Santos;22;911.247.008-20;11/03/1999;Masculino;Peixes;Joana Rebeca;(18) 3986-5781;(18) 99227-8393;1,94;82;AB+
Eliane Eduarda Ferreira;30;290.709.358-48;06/10/1991;Feminino;Libra;Sueli Melissa;(13) 2800-5752;(13) 99391-4477;1,81;66;O+
Luís Vicente Vieira;29;477.891.688-35;26/05/1992;Masculino;Gêmeos;Joana Lívia;(11) 2810-9809;(11) 98312-7570;1,84;64;AB-
Cauã Caio Cláudio Alves;71;456.624.818-65;11/10/1950;Masculino;Libra;Eliane Aline;(19) 2598-7088;(19) 99264-1150;1,96;76;O+
Anderson Gabriel Monteiro;39;556.926.048-09;16/09/1982;Masculino;Virgem;Esther Bruna Luna;(16) 2542-9141;(16) 99794-2785;1,82;79;O-
Márcia Lorena Alana Pinto;27;289.217.248-93;17/12/1994;Feminino;Sagitário;Adriana Manuela;(16) 2647-0402;(16) 99421-5581;1,56;70;AB+
Nicole Betina Renata Almada;69;018.408.788-00;05/03/1952;Feminino;Peixes;Letícia Marli;(11) 3584-8632;(11) 99123-0774;1,63;68;A-
Rosa Mariana da Silva;78;837.518.818-24;18/05/1943;Feminino;Touro;Catarina Malu;(11) 3981-8117;(11) 98219-1974;1,58;56;O+
Elisa Eloá Alves;46;059.941.908-37;24/02/1975;Feminino;Peixes;Beatriz Analu Carolina;(14) 3868-5202;(14) 98387-3768;1,55;54;B-
Stefany Caroline Heloisa Ferreira;57;623.566.048-04;19/02/1964;Feminino;Aquário;Rosa Carolina Sophia;(19) 2679-1770;(19) 98480-8258;1,76;46;B+
Gabriela Stella Barros;76;450.052.388-08;15/10/1945;Feminino;Libra;Vitória Lara;(14) 3971-4062;(14) 98526-9604;1,62;65;O+
Mariane Luciana Barbosa;53;209.994.248-07;09/06/1968;Feminino;Gêmeos;Joana Juliana Isabela;(14) 3723-2169;(14) 99956-6930;1,69;57;O+
Kevin João Marcelo Nunes;34;218.803.368-04;09/12/1987;Masculino;Sagitário;Eliane Alana Sophia;(11) 3957-3773;(11) 98448-8224;1,65;85;AB+
Beatriz Caroline Gabrielly da Paz;79;885.589.038-75;18/02/1942;Feminino;Aquário;Emanuelly Juliana;(11) 3609-0460;(11) 98278-3455;1,74;57;O+
Lívia Lavínia Renata Gonçalves;27;233.212.818-21;02/01/1994;Feminino;Capricórnio;Clarice Raquel;(12) 3967-0826;(12) 99305-1330;1,53;74;B-
Gael Thomas Roberto Lopes;46;535.755.618-00;27/07/1975;Masculino;Leão;Marlene Rebeca Antônia;(11) 2966-2689;(11) 99936-1522;1,85;61;A-
Cláudio Ian Assis;34;411.760.688-30;24/10/1987;Masculino;Escorpião;Allana Pietra Jaqueline;(19) 3833-7020;(19) 98218-9023;1,94;90;AB+
Isis Mariana Fernandes;57;885.837.798-21;18/04/1964;Feminino;Áries;Benedita Laura;(11) 3699-6550;(11) 99371-4189;1,63;50;A-
Julio Renan Luan Barbosa;79;439.411.348-25;20/06/1942;Masculino;Gêmeos;Bianca Luana Esther;(14) 3867-0192;(14) 98460-3449;1,71;86;O-
Emanuel Heitor Filipe Moreira;50;056.078.068-04;17/02/1971;Masculino;Aquário;Lorena Betina;(12) 3949-1629;(12) 99859-3012;1,82;94;AB-
Valentina Clarice Gonçalves;22;531.497.288-35;11/06/1999;Feminino;Gêmeos;Marlene Ayla Emanuelly;(19) 3713-5876;(19) 98298-2753;1,76;86;AB-
Fernanda Benedita Novaes;30;436.728.278-35;14/09/1991;Feminino;Virgem;Luzia Manuela;(14) 2895-6688;(14) 99635-6217;1,52;86;A-
Adriana Stella Helena Brito;76;085.360.718-42;09/08/1945;Feminino;Leão;Marcela Bruna;(19) 2539-4807;(19) 98122-5899;1,65;60;O+
Mariana Luna Monteiro;27;482.865.088-15;02/04/1994;Feminino;Áries;Rebeca Rita;(11) 2661-1360;(11) 99657-9242;1,62;69;A+
Sophia Eloá Barbosa;73;981.903.928-24;22/06/1948;Feminino;Câncer;Simone Stella;(11) 3930-3908;(11) 98482-8739;1,52;86;AB-
Ian Lorenzo da Luz;73;624.593.778-78;06/09/1948;Masculino;Virgem;Isadora Aparecida;(11) 3771-8939;(11) 98752-1325;1,61;65;O+
Allana Amanda Elisa Rezende;73;746.712.828-28;16/07/1948;Feminino;Câncer;Analu Rebeca;(11) 2721-1076;(11) 99246-0327;1,66;54;B-
Josefa Letícia Cecília Ribeiro;26;614.789.048-44;08/08/1995;Feminino;Leão;Alícia Emily;(11) 3953-6655;(11) 98719-3718;1,69;50;B-
Tereza Isabela da Mata;22;988.058.638-74;21/03/1999;Feminino;Áries;Evelyn Liz Analu;(14) 3789-9940;(14) 98958-3284;1,55;86;A-
Alexandre Henry Galvão;37;810.626.088-79;25/01/1984;Masculino;Aquário;Stella Heloisa Tânia;(17) 3977-3356;(17) 99728-9687;1,6;74;O+
Calebe Geraldo Osvaldo Ramos;50;451.519.278-76;24/08/1971;Masculino;Virgem;Lavínia Laura;(11) 3629-4065;(11) 99277-1778;1,61;92;O+
Vicente Arthur Yuri Pereira;48;369.475.668-00;25/05/1973;Masculino;Gêmeos;Jaqueline Julia;(19) 2954-0766;(19) 99184-8813;1,98;77;B+
Elza Valentina Elaine Nascimento;39;683.005.848-11;09/10/1982;Feminino;Libra;Jaqueline Milena;(12) 3507-8658;(12) 98784-5013;1,8;50;AB+
Enrico Yago da Costa;30;474.388.638-40;21/05/1991;Masculino;Gêmeos;Teresinha Mirella Isabelly;(19) 2593-6488;(19) 98389-7110;1,85;56;A+
Priscila Betina Malu Dias;48;405.103.898-05;03/10/1973;Feminino;Libra;Eloá Antonella Sara;(11) 2515-7630;(11) 99568-5253;1,7;63;A+
Fernanda Maitê Figueiredo;76;253.770.738-94;20/12/1945;Feminino;Sagitário;Sophia Luana Rosângela;(11) 2610-0955;(11) 99809-0344;1,58;70;O+
Thales Alexandre Fogaça;29;387.650.058-30;04/09/1992;Masculino;Virgem;Isis Rafaela;(11) 2915-8911;(11) 99732-9242;1,66;102;O-
Tânia Luciana Sales;59;337.261.068-71;23/05/1962;Feminino;Gêmeos;Aparecida Marlene;(11) 2909-2460;(11) 99517-1035;1,83;67;AB+
Betina Stella Renata Melo;42;414.725.998-70;27/09/1979;Feminino;Libra;Marlene Letícia Betina;(11) 3680-2372;(11) 99616-6646;1,53;87;O-
Cláudio Manuel Guilherme Pereira;48;024.605.578-25;08/03/1973;Masculino;Peixes;Rita Sandra Heloise;(11) 3988-8304;(11) 98697-7914;1,65;110;O+
Stefany Ana da Luz;41;736.315.568-29;16/12/1980;Feminino;Sagitário;Laís Isabella Maria;(11) 3809-4522;(11) 98831-2806;1,62;84;A+
Ana Maitê Maya Jesus;42;090.821.988-19;05/09/1979;Feminino;Virgem;Raquel Rafaela Sabrina;(11) 3720-1854;(11) 99550-2768;1,68;68;O+
Vitória Kamilly Eliane Figueiredo;53;279.479.948-70;22/06/1968;Feminino;Câncer;Elaine Vitória Joana;(11) 3800-2120;(11) 98956-3530;1,69;69;O-
Fabiana Gabrielly Bernardes;73;966.840.298-77;07/01/1948;Feminino;Capricórnio;Esther Maria;(11) 3862-9229;(11) 98258-1252;1,7;54;AB+
Sônia Isabelly Priscila Moraes;73;566.882.948-00;13/12/1948;Feminino;Sagitário;Esther Sônia;(11) 3885-3889;(11) 98934-8637;1,56;58;AB+
João Carlos Eduardo Leonardo Caldeira;69;699.282.578-09;27/10/1952;Masculino;Escorpião;Isabela Betina Caroline;(19) 3747-7949;(19) 98443-2679;1,89;102;AB+
Rosângela Raquel Rayssa Galvão;50;714.977.908-59;01/10/1971;Feminino;Libra;Carolina Bruna Kamilly;(11) 2639-7857;(11) 99404-8336;1,77;83;B-
Maria Sueli Marina Cardoso;44;389.325.308-40;06/06/1977;Feminino;Gêmeos;Vanessa Bianca;(14) 3934-6341;(14) 99989-7772;1,61;84;O+
Rodrigo Lorenzo Pereira;46;560.379.588-31;24/03/1975;Masculino;Áries;Tatiane Sophie Heloise;(11) 2805-3608;(11) 99819-3291;1,91;97;AB+
Catarina Alana Campos;42;980.584.088-32;15/07/1979;Feminino;Câncer;Juliana Nina Alícia;(15) 2534-6490;(15) 99621-1039;1,56;83;AB-
Levi Kaique Vinicius Assis;37;115.946.638-66;07/08/1984;Masculino;Leão;Eloá Sandra Bruna;(16) 3826-5360;(16) 99782-0777;1,84;77;O+
Miguel Geraldo Pedro Bernardes;18;031.472.668-34;09/01/2003;Masculino;Capricórnio;Clara Elaine;(19) 3635-6292;(19) 99387-9120;1,83;66;AB-
Cecília Márcia Jennifer Costa;29;494.127.048-79;05/04/1992;Feminino;Áries;Elisa Fátima;(19) 3883-2789;(19) 99514-0535;1,76;55;B-
Ayla Fabiana Olivia da Silva;79;496.984.078-47;22/01/1942;Feminino;Aquário;Tatiane Olivia;(11) 3865-6411;(11) 99195-2430;1,82;71;AB+
Pedro Carlos Eduardo Aragão;76;361.796.848-12;16/03/1945;Masculino;Peixes;Marlene Eloá;(15) 3932-2179;(15) 99987-2023;1,68;70;O+
Ian Antonio Oliveira;73;623.042.588-24;04/02/1948;Masculino;Aquário;Cecília Sophie Lara;(19) 2692-5058;(19) 98726-0501;1,83;68;O+
Heitor Emanuel Bento Caldeira;73;377.637.138-28;06/12/1948;Masculino;Sagitário;Sara Daiane;(17) 2878-0581;(17) 99894-0905;1,82;80;A-
Benício Márcio Porto;73;787.929.478-32;26/02/1948;Masculino;Peixes;Sarah Letícia Lavínia;(14) 3581-5512;(14) 98923-7167;1,8;98;A-
Camila Isabella Viana;39;254.615.038-37;05/12/1982;Feminino;Sagitário;Débora Alícia Flávia;(11) 2889-5089;(11) 98500-5398;1,55;81;AB+
Luan Ryan Melo;18;936.116.108-36;11/07/2003;Masculino;Câncer;Isabelle Maitê Elza;(19) 3743-9958;(19) 99450-7706;1,67;107;A+
Pedro Samuel Martins;43;103.199.328-26;24/06/1978;Masculino;Câncer;Rafaela Laís Lúcia;(14) 3986-1518;(14) 99527-9699;1,81;52;O-
Osvaldo Renato Rafael da Paz;73;714.847.548-16;20/06/1948;Masculino;Gêmeos;Cláudia Emily;(11) 3808-5992;(11) 99664-1267;1,64;105;A+
Renan Nicolas Lucas da Cunha;29;947.250.018-80;01/09/1992;Masculino;Virgem;Hadassa Amanda Nina;(11) 2923-3344;(11) 98800-2948;1,77;104;B+
Otávio Rodrigo Renan da Paz;76;741.841.198-75;20/02/1945;Masculino;Peixes;Rebeca Emilly;(17) 2872-7004;(17) 99435-0538;1,71;96;O+
Sophia Mariana Alana Nascimento;57;105.836.348-42;16/06/1964;Feminino;Gêmeos;Emanuelly Agatha Cláudia;(11) 2543-6853;(11) 99778-5582;1,51;82;A+
Danilo Hugo Marcelo Teixeira;30;877.439.898-95;22/04/1991;Masculino;Touro;Julia Sophie Laura;(11) 3720-2651;(11) 99745-1618;1,67;92;AB+
Luiza Sônia da Cruz;73;871.127.168-02;23/07/1948;Feminino;Leão;Andrea Simone;(19) 3786-5164;(19) 99201-1014;1,53;50;A+
Manuel Vinicius Gabriel Santos;22;170.607.128-01;16/01/1999;Masculino;Capricórnio;Sônia Raimunda;(11) 3694-7757;(11) 98125-7375;1,9;103;A-
Cauê Iago Murilo Moreira;44;360.278.728-10;19/04/1977;Masculino;Áries;Rosa Eduarda Tânia;(15) 2833-4945;(15) 98522-0626;1,89;73;O-
Ana Clarice Yasmin Assunção;50;111.701.338-35;13/10/1971;Feminino;Libra;Fátima Adriana Aparecida;(11) 3851-9731;(11) 99160-1713;1,64;65;AB-
Ruan Rodrigo Pinto;25;725.313.838-40;26/07/1996;Masculino;Leão;Lavínia Daiane;(19) 2852-1119;(19) 99135-0374;1,74;110;A-
Eduardo Emanuel Thiago da Cunha;38;297.168.848-85;24/09/1983;Masculino;Libra;Evelyn Alana Daniela;(19) 3617-1348;(19) 99131-6923;1,77;77;O-
Simone Emilly Moreira;34;762.193.088-83;10/06/1987;Feminino;Gêmeos;Mariane Sandra;(14) 2774-8911;(14) 98453-2284;1,5;65;A+
Daiane Liz Gabriela Freitas;49;838.567.198-65;06/02/1972;Feminino;Aquário;Beatriz Eloá Camila;(17) 3673-4385;(17) 98962-5393;1,59;53;AB-
Murilo Filipe Carvalho;22;900.157.438-61;26/07/1999;Masculino;Leão;Rosa Isabelle Laís;(19) 3529-4090;(19) 98422-2736;1,68;72;O+
Luís Manuel André Caldeira;53;457.314.018-29;10/09/1968;Masculino;Virgem;Natália Sophia;(11) 2951-4351;(11) 99195-6386;1,84;100;AB-
Melissa Luiza Mendes;73;975.134.858-79;27/11/1948;Feminino;Sagitário;Márcia Luciana Adriana;(16) 2873-2010;(16) 99792-7873;1,74;72;AB-
Eloá Gabrielly Flávia Duarte;78;899.811.298-10;15/04/1943;Feminino;Áries;Priscila Brenda Fabiana;(19) 2908-6253;(19) 98820-4074;1,76;82;A-
Guilherme Carlos Eduardo Benedito Ribeiro;37;091.883.968-86;16/10/1984;Masculino;Libra;Laís Marlene Lívia;(11) 2883-6094;(11) 99522-4627;2;76;O+
Lavínia Olivia da Rocha;29;425.414.968-93;11/11/1992;Feminino;Escorpião;Juliana Ayla;(19) 2978-3379;(19) 98292-5337;1,53;63;O+
